fac_heduc_12-15,fac_heduc_16+,fac_heduc_<12,fac_heblack_No,fac_heblack_Yes,fac_mixed_No,fac_mixed_Yes,time,event
1.0,0.0,0.0,1.0,0.0,1.0,0.0,48.46,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.527,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.002,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.4955,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.291,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,40.602,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,54.412,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.901,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.03,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.901,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.685,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.366,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.554,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.668,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.9585,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.554,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.7365,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.624,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,42.919,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.972,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.748,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.106,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.6695,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.998,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,46.979,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.775,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.998,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.475,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.743,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.175,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,38.149,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.2525,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.3335,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.833,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,37.06,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.738,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,29.634,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,38.324,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.541,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,53.459,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,30.96,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.001,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,46.1,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,54.79,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.001,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,36.252,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,24.999,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,32.0,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,25.999,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.421,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.783,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.252,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.875,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.588,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.736,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.057,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.028,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,24.26,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,22.015,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.571,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.823,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,47.17,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.093,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.887,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.887,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,32.167,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,52.671,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,20.665,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.76,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.76,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.587,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.6715,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.073,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.773,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.002,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.669,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,23.001,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.511,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,49.916,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,60.504,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.9315,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.482,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.581,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.668,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,20.999,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,57.049,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.0,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.496,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,17.169,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.7955,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.6695,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.31,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.4345,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.757,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.888,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.7465,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.872,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.97,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0045,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.49,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.653,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.653,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0105,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.999,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,56.101,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.982,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.077,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,47.88,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.5955,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.665,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,50.653,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,57.164,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4605,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.747,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,51.001,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,44.383,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,36.205,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,47.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,50.962,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,38.42,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,48.559,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,16.309,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.8335,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.671,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.587,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.39,1
0.0,0.0,1.0,0.0,1.0,0.0,1.0,10.6355,1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,54.505,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.631,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,16.057,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.001,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.165,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1075,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,27.499,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.254,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,15.003,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.768,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.6845,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0855,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.706,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.706,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,33.498,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.653,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,34.04,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.398,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,51.707,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,33.207,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.758,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,50.001,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.971,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.804,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.53,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,42.341,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.179,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.972,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.972,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.689,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.368,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.084,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.242,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.1525,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.858,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.5815,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,37.5005,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,53.498,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.407,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.569,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,40.115,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.582,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,58.053,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.272,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.164,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,20.0,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.252,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.1675,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.2065,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.385,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.6125,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.381,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.795,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.012,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.082,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.807,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.739,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.09,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,32.769,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.774,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.966,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.966,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,54.166,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.765,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0025,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,45.087,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.6925,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.88,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.654,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.066,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.36,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.8325,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.47,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.743,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,45.235,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.58,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,37.582,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.9145,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.196,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.6095,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.419,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.381,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,61.771,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,42.847,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,42.01,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,46.138,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.44,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,53.405,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.166,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.831,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.038,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.182,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,23.348,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.1655,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.561,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,43.08,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.241,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.874,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.023,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.912,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.767,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.75,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.331,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,13.999,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.559,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.331,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.559,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.5815,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.086,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.914,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,36.356,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.999,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.2505,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.726,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.833,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.823,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.597,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.597,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9745,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.313,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.526,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,29.999,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.584,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,18.998,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,31.017,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.4035,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.915,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.915,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.406,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.9985,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.501,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.829,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,38.215,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,18.3765,1
