fac_heduc_12-15,fac_heduc_16+,fac_heduc_<12,fac_heblack_No,fac_heblack_Yes,fac_mixed_No,fac_mixed_Yes,time,event
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.606,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.606,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,16.999,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,42.015,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,37.837,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.16,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.502,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.7135,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.932,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.8015,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.3495,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,57.506,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.915,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.162,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,41.971,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.991,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.3355,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.809,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.864,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,53.084,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.2895,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.338,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.469,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,34.762,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.4325,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,19.081,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.8465,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.247,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.151,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.9975,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.2125,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.789,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.789,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.084,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,27.009,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,42.313,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.001,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.001,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0025,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,37.248,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.653,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.841,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.671,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.504,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.913,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.404,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,31.485,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.4965,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.0,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,33.851,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.576,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0015,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.6095,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.5805,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.751,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,42.062,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,29.07,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,56.052,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.081,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.168,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.919,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.456,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.581,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,22.976,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,32.999,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.3615,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.003,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.775,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.565,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.246,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,40.501,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,49.002,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0015,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.878,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.003,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.003,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,47.546,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.002,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.467,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.832,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,16.972,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,14.867,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.1675,1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,21.498,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.1675,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.849,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,19.425,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.587,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,8.668,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.004,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,31.997,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,48.46,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.252,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.002,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.776,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.5795,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.291,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,40.602,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,54.412,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.563,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.901,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.901,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.685,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.685,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.554,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.668,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.554,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.7365,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.972,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.748,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.6695,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.998,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.075,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,20.999,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,61.407,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.998,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.475,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.743,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.335,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.175,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,38.149,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.2525,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.833,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.164,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.9005,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.232,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,29.634,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,13.999,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,38.324,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.541,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,37.268,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,30.96,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,54.79,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,36.252,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,24.999,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,25.999,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.783,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.252,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.875,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.588,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.736,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.057,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.028,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,24.26,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,22.015,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,34.571,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.998,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,47.17,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.887,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,52.671,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.76,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.76,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.587,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.073,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.773,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.879,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.002,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,48.802,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.669,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,48.413,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.511,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,49.916,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,60.504,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.9315,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.482,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.581,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,42.582,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.604,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,36.301,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.668,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,20.999,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0835,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.016,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.0,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.496,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,61.832,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.7955,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.6695,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.757,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.7465,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.425,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.97,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0125,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0045,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.49,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.653,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.653,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,59.948,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0105,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.999,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,49.35,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.012,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.982,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.077,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,47.88,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.5955,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.665,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,50.653,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.029,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4605,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.747,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,51.001,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.198,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,44.383,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,47.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,50.962,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,38.42,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,23.458,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,48.559,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.9325,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.063,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.579,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.251,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,16.309,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.587,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.39,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.6715,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,17.7765,1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,54.505,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.631,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,16.057,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.001,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.001,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.671,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1075,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,27.499,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.254,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,15.003,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.768,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0855,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0205,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.706,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.706,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,33.498,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.653,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.398,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,51.707,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,33.207,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.758,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,50.001,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.971,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.804,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.53,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,42.341,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.179,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.972,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.565,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.689,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.368,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.242,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.1525,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.858,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.5815,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,53.498,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.407,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.811,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.569,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,40.115,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.582,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.546,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.546,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,58.053,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.272,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,60.208,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.164,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,20.0,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.252,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.1675,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.2065,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,50.385,0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.848,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.6125,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.381,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.795,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.012,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.082,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.807,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.739,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.09,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.754,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,32.769,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.774,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.966,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,52.611,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0025,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.229,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,49.125,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,39.488,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,45.087,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.999,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.3355,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.042,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.066,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.36,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.8325,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.47,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.743,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.198,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,12.999,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,45.235,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.58,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.706,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.9145,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.6095,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.419,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.381,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,61.771,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.565,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,46.138,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.002,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,53.405,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.831,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.038,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,23.348,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.1655,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.001,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.561,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,43.08,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.874,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.023,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.767,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.75,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.331,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,13.999,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.559,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,17.331,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.559,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.5815,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.086,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.419,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.914,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,36.356,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.608,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,24.999,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.2505,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.726,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.833,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.823,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.9195,1
0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.662,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.597,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.597,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9745,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.313,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.526,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,29.999,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.584,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,18.998,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,31.017,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.915,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.406,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.9985,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.374,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.501,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.829,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.347,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.591,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.591,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.033,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.36,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.918,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.793,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.025,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.025,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.555,0
